serial_time	550_nm	680_nm	 
736865.993611111070	NaN	NaN	
736865.993622685200	NaN	NaN	
736865.993634259210	NaN	NaN	
736865.993645833340	NaN	NaN	
736865.993657407350	NaN	NaN	
736865.993668981480	NaN	NaN	
736865.993680555610	NaN	NaN	
736865.993692129620	NaN	NaN	
736865.993703703750	NaN	NaN	
736865.993715277760	NaN	NaN	
736865.993726851880	NaN	NaN	
736865.993738425900	NaN	NaN	
736865.993750000020	NaN	NaN	
736865.993761574030	NaN	NaN	
736865.993773148160	NaN	NaN	
736865.993784722170	NaN	NaN	
736865.993796296300	NaN	NaN	
736865.993807870430	NaN	NaN	
736865.993819444440	NaN	NaN	
736865.993831018570	NaN	NaN	
736865.993842592580	NaN	NaN	
736865.993854166710	NaN	NaN	
736865.993865740720	NaN	NaN	
736865.993877314850	NaN	NaN	
736865.993888888860	NaN	NaN	
736865.993900462990	NaN	NaN	
736865.993912037000	NaN	NaN	
736865.993923611120	NaN	NaN	
736865.993935185140	NaN	NaN	
736865.993946759260	NaN	NaN	
736865.993958333270	NaN	NaN	
736865.993969907400	NaN	NaN	
736865.993981481530	NaN	NaN	
736865.993993055540	NaN	NaN	
736865.994004629670	NaN	NaN	
736865.994016203680	NaN	NaN	
736865.994027777810	NaN	NaN	
736865.994039351820	NaN	NaN	
736865.994050925950	NaN	NaN	
736865.994062499960	NaN	NaN	
736865.994074074090	NaN	NaN	
736865.994085648100	NaN	NaN	
736865.994097222220	NaN	NaN	
736865.994108796350	NaN	NaN	
736865.994120370360	NaN	NaN	
736865.994131944490	NaN	NaN	
736865.994143518500	NaN	NaN	
736865.994155092630	NaN	NaN	
736865.994166666640	NaN	NaN	
736865.994178240770	NaN	NaN	
736865.994189814780	NaN	NaN	
736865.994201388910	NaN	NaN	
736865.994212962920	NaN	NaN	
736865.994224537050	NaN	NaN	
736865.994236111060	NaN	NaN	
736865.994247685190	NaN	NaN	
736865.994259259310	NaN	NaN	
736865.994270833330	NaN	NaN	
736865.994282407450	NaN	NaN	
736865.994293981460	NaN	NaN	
736865.994305555590	NaN	NaN	
736865.994317129600	NaN	NaN	
736865.994328703730	NaN	NaN	
736865.994340277740	NaN	NaN	
736865.994351851870	NaN	NaN	
736865.994363425880	NaN	NaN	
736865.994375000010	NaN	NaN	
736865.994386574020	NaN	NaN	
736865.994398148150	NaN	NaN	
736865.994409722280	NaN	NaN	
736865.994421296290	NaN	NaN	
736865.994432870420	NaN	NaN	
736865.994444444430	NaN	NaN	
736865.994456018550	NaN	NaN	
736865.994467592570	NaN	NaN	
736865.994479166690	NaN	NaN	
736865.994490740700	NaN	NaN	
736865.994502314830	NaN	NaN	
736865.994513888840	NaN	NaN	
736865.994525462970	NaN	NaN	
736865.994537036980	NaN	NaN	
736865.994548611110	NaN	NaN	
736865.994560185240	NaN	NaN	
736865.994571759250	NaN	NaN	
736865.994583333380	8.79	4.49	
736865.994594907390	8.79	4.48	
736865.994606481520	8.78	4.48	
736865.994618055530	8.76	4.48	
736865.994629629650	8.74	4.47	
736865.994641203670	8.74	4.48	
736865.994652777790	8.73	4.49	
736865.994664351810	8.72	4.48	
736865.994675925930	8.73	4.47	
736865.994687499940	8.73	4.46	
736865.994699074070	8.73	4.46	
736865.994710648200	8.72	4.47	
736865.994722222210	8.70	4.50	
736865.994733796340	8.69	4.50	
736865.994745370350	8.68	4.49	
736865.994756944480	8.67	4.49	
736865.994768518490	8.68	4.50	
736865.994780092620	8.69	4.50	
736865.994791666630	8.69	4.49	
736865.994803240760	8.68	4.48	
736865.994814814770	8.67	4.47	
736865.994826388890	8.67	4.47	
736865.994837963020	8.69	4.47	
736865.994849537030	8.71	4.46	
736865.994861111160	8.72	4.45	
736865.994872685170	8.76	4.45	
736865.994884259300	8.79	4.44	
736865.994895833310	8.80	4.43	
736865.994907407440	8.80	4.42	
736865.994918981450	8.81	4.43	
736865.994930555580	8.81	4.43	
736865.994942129590	8.81	4.43	
736865.994953703720	8.81	4.43	
736865.994965277730	8.81	4.42	
736865.994976851860	8.81	4.43	
736865.994988425870	8.80	4.44	
736865.995000000000	8.80	4.44	
736865.995011574120	8.80	4.44	
736865.995023148130	8.80	4.44	
736865.995034722260	8.80	4.45	
736865.995046296270	8.79	4.44	
736865.995057870400	8.79	4.44	
736865.995069444410	8.79	4.44	
736865.995081018540	8.79	4.44	
736865.995092592550	8.79	4.43	
736865.995104166680	8.78	4.42	
736865.995115740690	8.77	4.42	
736865.995127314820	8.77	4.42	
736865.995138888950	8.77	4.42	
736865.995150462960	8.77	4.42	
736865.995162037080	8.77	4.41	
736865.995173611100	8.77	4.41	
736865.995185185220	8.78	4.41	
736865.995196759240	8.77	4.41	
736865.995208333360	8.77	4.41	
736865.995219907370	8.77	4.41	
736865.995231481500	8.76	4.41	
736865.995243055510	8.76	4.41	
736865.995254629640	8.78	4.41	
736865.995266203650	8.79	4.41	
736865.995277777780	8.78	4.40	
736865.995289351910	8.79	4.39	
736865.995300925920	8.79	4.39	
736865.995312500050	8.78	4.39	
736865.995324074060	8.78	4.40	
736865.995335648190	8.78	4.41	
736865.995347222200	8.78	4.41	
736865.995358796320	8.78	4.41	
736865.995370370340	8.78	4.40	
736865.995381944460	8.79	4.41	
736865.995393518470	8.78	4.41	
736865.995405092600	8.77	4.41	
736865.995416666610	8.77	4.41	
736865.995428240740	8.76	4.41	
736865.995439814870	8.76	4.41	
736865.995451388880	8.75	4.40	
736865.995462963010	8.76	4.41	
736865.995474537020	8.77	4.42	
736865.995486111150	8.78	4.43	
736865.995497685160	8.77	4.42	
736865.995509259290	8.77	4.43	
736865.995520833300	8.76	4.43	
736865.995532407430	8.75	4.43	
736865.995543981440	8.75	4.43	
736865.995555555560	8.74	4.44	
736865.995567129580	8.74	4.44	
736865.995578703700	8.73	4.45	
736865.995590277830	8.73	4.45	
736865.995601851840	8.73	4.45	
736865.995613425970	8.73	4.44	
736865.995624999980	8.74	4.44	
736865.995636574110	8.74	4.43	
736865.995648148120	8.75	4.43	
736865.995659722250	8.75	4.43	
736865.995671296260	8.75	4.42	
736865.995682870390	8.74	4.42	
736865.995694444400	8.73	4.42	
736865.995706018530	8.73	4.42	
736865.995717592540	8.73	4.42	
736865.995729166670	8.73	4.41	
736865.995740740790	8.72	4.42	
736865.995752314800	8.72	4.42	
736865.995763888930	8.71	4.42	
736865.995775462940	8.71	4.42	
736865.995787037070	8.71	4.41	
736865.995798611080	8.70	4.41	
736865.995810185210	8.70	4.42	
736865.995821759220	8.69	4.43	
736865.995833333350	8.69	4.44	
736865.995844907360	8.71	4.45	
736865.995856481490	8.73	4.49	
736865.995868055620	8.74	4.51	
736865.995879629630	8.73	4.51	
736865.995891203750	8.73	4.51	
736865.995902777770	8.72	4.51	
736865.995914351890	8.71	4.51	
736865.995925925900	8.71	4.50	
736865.995937500030	8.70	4.49	
736865.995949074040	8.69	4.49	
736865.995960648170	8.69	4.49	
736865.995972222180	8.69	4.49	
736865.995983796310	8.67	4.49	
736865.995995370320	8.67	4.48	
736865.996006944450	8.66	4.48	
736865.996018518460	8.66	4.48	
736865.996030092590	8.65	4.48	
736865.996041666720	8.64	4.47	
736865.996053240730	8.63	4.47	
736865.996064814860	8.63	4.47	
736865.996076388870	8.64	4.46	
736865.996087962990	8.64	4.47	
736865.996099537010	8.63	4.48	
736865.996111111130	8.62	4.54	
736865.996122685140	8.62	4.57	
736865.996134259270	8.61	4.58	
736865.996145833280	8.59	4.58	
736865.996157407410	8.58	4.58	
736865.996168981540	8.57	4.58	
736865.996180555550	8.57	4.59	
736865.996192129680	8.58	4.59	
736865.996203703690	8.59	4.59	
736865.996215277820	8.58	4.59	
736865.996226851830	8.58	4.58	
736865.996238425960	8.58	4.58	
736865.996249999970	8.58	4.58	
736865.996261574100	8.59	4.58	
736865.996273148110	8.58	4.59	
736865.996284722230	8.57	4.59	
736865.996296296250	8.56	4.59	
736865.996307870370	8.57	4.60	
736865.996319444380	8.58	4.60	
736865.996331018510	8.59	4.60	
736865.996342592640	8.59	4.60	
736865.996354166650	8.58	4.59	
736865.996365740780	8.56	4.60	
736865.996377314790	8.55	4.61	
736865.996388888920	8.55	4.62	
736865.996400462930	8.56	4.62	
736865.996412037060	8.56	4.60	
736865.996423611070	8.58	4.60	
736865.996435185200	8.60	4.60	
736865.996446759210	8.61	4.61	
736865.996458333330	8.62	4.60	
736865.996469907460	8.62	4.61	
736865.996481481470	8.62	4.61	
736865.996493055600	8.62	4.62	
736865.996504629610	8.61	4.63	
736865.996516203740	8.60	4.63	
736865.996527777750	8.60	4.63	
736865.996539351880	8.63	4.63	
736865.996550925890	8.70	4.62	
736865.996562500020	8.74	4.63	
736865.996574074030	8.74	4.64	
736865.996585648160	8.74	4.64	
736865.996597222170	8.73	4.65	
736865.996608796300	8.73	4.66	
736865.996620370420	8.73	4.68	
736865.996631944440	8.74	4.68	
736865.996643518560	8.75	4.68	
736865.996655092570	8.75	4.68	
736865.996666666700	8.74	4.70	
736865.996678240710	8.73	4.71	
736865.996689814840	8.70	4.71	
736865.996701388850	8.68	4.72	
736865.996712962980	8.68	4.73	
736865.996724536990	8.67	4.73	
736865.996736111120	8.68	4.73	
736865.996747685130	8.70	4.72	
736865.996759259260	8.71	4.72	
736865.996770833390	8.71	4.72	
736865.996782407400	8.70	4.73	
736865.996793981530	8.68	4.73	
736865.996805555540	8.67	4.73	
736865.996817129660	8.67	4.72	
736865.996828703680	8.67	4.72	
736865.996840277800	8.67	4.72	
736865.996851851810	8.67	4.72	
736865.996863425940	8.66	4.71	
736865.996874999950	8.65	4.71	
736865.996886574080	8.65	4.72	
736865.996898148090	8.64	4.76	
736865.996909722220	8.63	4.80	
736865.996921296350	8.63	4.82	
736865.996932870360	8.62	4.82	
736865.996944444490	8.62	4.81	
736865.996956018500	8.63	4.80	
736865.996967592630	8.64	4.79	
736865.996979166640	8.65	4.78	
736865.996990740760	8.66	4.78	
736865.997002314780	8.66	4.79	
736865.997013888900	8.66	4.80	
736865.997025462920	8.66	4.80	
736865.997037037040	8.66	4.79	
736865.997048611050	8.65	4.80	
736865.997060185180	8.64	4.80	
736865.997071759310	8.64	4.79	
736865.997083333320	8.64	4.79	
736865.997094907450	8.62	4.80	
736865.997106481460	8.59	4.80	
736865.997118055590	8.56	4.81	
736865.997129629600	8.56	4.81	
736865.997141203730	8.56	4.81	
736865.997152777740	8.55	4.81	
736865.997164351870	8.54	4.82	
736865.997175925880	8.54	4.83	
736865.997187500000	8.55	4.84	
736865.997199074130	8.57	4.84	
736865.997210648140	8.63	4.85	
736865.997222222270	8.66	4.86	
736865.997233796280	8.66	4.87	
736865.997245370410	8.66	4.88	
736865.997256944420	8.65	4.90	
736865.997268518550	8.64	4.91	
736865.997280092560	8.64	4.92	
736865.997291666690	8.63	4.92	
736865.997303240700	8.63	4.92	
736865.997314814830	8.63	4.92	
736865.997326388840	8.63	4.92	
736865.997337962970	8.64	4.92	
736865.997349536980	8.65	4.93	
736865.997361111110	8.66	4.93	
736865.997372685230	8.67	4.94	
736865.997384259240	8.67	4.95	
736865.997395833370	8.67	4.95	
736865.997407407380	8.66	4.95	
736865.997418981510	8.66	4.95	
736865.997430555520	8.66	4.95	
736865.997442129650	8.66	4.95	
736865.997453703660	8.66	4.95	
736865.997465277790	8.66	4.95	
736865.997476851800	8.67	4.95	
736865.997488425930	8.66	4.93	
736865.997500000060	8.65	4.92	
736865.997511574070	8.65	4.93	
736865.997523148190	8.66	4.92	
736865.997534722210	8.68	4.92	
736865.997546296330	8.68	4.93	
736865.997557870350	8.69	4.92	
736865.997569444470	8.69	4.93	
736865.997581018480	8.70	4.91	
736865.997592592610	8.70	4.90	
736865.997604166620	8.69	4.88	
736865.997615740750	8.70	4.88	
736865.997627314760	8.70	4.87	
736865.997638888890	8.72	4.87	
736865.997650463020	8.72	4.87	
736865.997662037030	8.72	4.87	
736865.997673611160	8.73	4.88	
736865.997685185170	8.75	4.88	
736865.997696759300	8.76	4.87	
736865.997708333310	8.77	4.88	
736865.997719907430	8.77	4.87	
736865.997731481450	8.77	4.86	
736865.997743055570	8.78	4.87	
736865.997754629580	8.79	4.88	
736865.997766203710	8.79	4.85	
736865.997777777720	8.80	4.84	
736865.997789351850	8.80	4.82	
736865.997800925980	8.80	4.82	
736865.997812499990	8.79	4.83	
736865.997824074120	8.77	4.85	
736865.997835648130	8.74	4.84	
736865.997847222260	8.75	4.84	
736865.997858796270	8.75	4.83	
736865.997870370400	8.75	4.83	
736865.997881944410	8.74	4.82	
736865.997893518540	8.73	4.82	
736865.997905092550	8.73	4.83	
736865.997916666670	8.73	4.83	
736865.997928240690	8.74	4.82	
736865.997939814810	8.74	4.81	
736865.997951388940	8.73	4.81	
736865.997962962950	8.73	4.81	
736865.997974537080	8.74	4.80	
736865.997986111090	8.74	4.81	
736865.997997685220	8.74	4.82	
736865.998009259230	8.74	4.82	
736865.998020833360	8.74	4.83	
736865.998032407370	8.75	4.83	
736865.998043981500	8.76	4.84	
736865.998055555510	8.76	4.85	
736865.998067129640	8.76	4.85	
736865.998078703650	8.76	4.86	
736865.998090277780	8.77	4.87	
736865.998101851900	8.79	4.88	
736865.998113425910	8.80	4.87	
736865.998125000040	8.81	4.87	
736865.998136574050	8.81	4.87	
736865.998148148180	8.80	4.87	
736865.998159722190	8.80	4.88	
736865.998171296320	8.80	4.88	
736865.998182870330	8.80	4.87	
736865.998194444460	8.80	4.85	
736865.998206018470	8.82	4.85	
736865.998217592600	8.83	4.86	
736865.998229166730	8.84	4.86	
736865.998240740740	8.84	4.85	
736865.998252314860	8.83	4.84	
736865.998263888880	8.83	4.85	
736865.998275463000	8.84	4.85	
736865.998287037010	8.84	4.86	
736865.998298611140	8.85	4.86	
736865.998310185150	8.84	4.85	
736865.998321759280	8.83	4.86	
736865.998333333290	8.83	4.86	
736865.998344907420	8.81	4.86	
736865.998356481430	8.79	4.87	
736865.998368055560	8.78	4.87	
736865.998379629570	8.78	4.88	
736865.998391203700	8.78	4.88	
736865.998402777830	8.79	4.88	
736865.998414351840	8.80	4.88	
736865.998425925970	8.79	4.89	
736865.998437499980	8.79	4.90	
736865.998449074100	8.78	4.89	
736865.998460648120	8.79	4.88	
736865.998472222240	8.80	4.88	
736865.998483796250	8.81	4.87	
736865.998495370380	8.81	4.87	
736865.998506944390	8.81	4.86	
736865.998518518520	8.82	4.86	
736865.998530092650	8.82	4.86	
736865.998541666660	8.81	4.87	
736865.998553240790	8.81	4.87	
736865.998564814800	8.81	4.87	
736865.998576388930	8.82	4.88	
736865.998587962940	8.83	4.88	
736865.998599537070	8.83	4.89	
736865.998611111080	8.82	4.90	
736865.998622685210	8.83	4.91	
736865.998634259220	8.84	4.92	
736865.998645833340	8.84	4.92	
736865.998657407360	8.83	4.92	
736865.998668981480	8.83	4.92	
736865.998680555610	8.82	4.93	
736865.998692129620	8.83	4.93	
736865.998703703750	8.84	4.93	
736865.998715277760	8.85	4.94	
736865.998726851890	8.84	4.94	
736865.998738425900	8.84	4.94	
736865.998750000030	8.85	4.95	
736865.998761574040	8.87	4.95	
736865.998773148170	8.88	4.95	
736865.998784722180	8.89	4.95	
736865.998796296310	8.90	4.95	
736865.998807870320	8.89	4.95	
736865.998819444440	8.89	4.95	
736865.998831018570	8.89	4.96	
736865.998842592580	8.90	4.97	
736865.998854166710	8.89	4.96	
736865.998865740720	8.89	4.96	
736865.998877314850	8.90	4.96	
736865.998888888860	8.91	4.96	
736865.998900462990	8.92	4.96	
736865.998912037000	8.92	4.97	
736865.998923611130	8.93	4.98	
736865.998935185140	8.95	4.98	
736865.998946759270	8.95	4.97	
736865.998958333280	8.95	4.96	
736865.998969907410	8.96	4.97	
736865.998981481530	8.98	4.98	
736865.998993055550	9.00	4.99	
736865.999004629670	9.02	4.99	
736865.999016203680	9.05	5.00	
736865.999027777810	9.06	4.99	
736865.999039351820	9.06	4.99	
736865.999050925950	9.06	5.01	
736865.999062499960	9.06	5.01	
736865.999074074090	9.06	5.01	
736865.999085648100	9.05	5.01	
736865.999097222230	9.04	5.02	
736865.999108796240	9.03	5.03	
736865.999120370370	9.03	5.04	
736865.999131944500	9.02	5.04	
736865.999143518510	9.03	5.04	
736865.999155092640	9.03	5.04	
736865.999166666650	9.04	5.04	
736865.999178240770	9.04	5.05	
736865.999189814790	9.03	5.06	
736865.999201388910	9.03	5.06	
736865.999212962920	9.04	5.06	
736865.999224537050	9.06	5.07	
736865.999236111060	9.06	5.07	
736865.999247685190	9.07	5.07	
736865.999259259320	9.08	5.07	
736865.999270833330	9.08	5.07	
736865.999282407460	9.08	5.06	
736865.999293981470	9.08	5.05	
736865.999305555600	9.08	5.05	
736865.999317129610	9.07	5.04	
736865.999328703740	9.05	5.01	
736865.999340277750	9.05	4.99	
736865.999351851870	9.06	4.99	
736865.999363425890	9.07	4.99	
736865.999375000010	9.08	5.00	
736865.999386574030	9.09	5.04	
736865.999398148150	9.10	5.06	
736865.999409722160	9.11	5.09	
736865.999421296290	9.11	5.12	
736865.999432870420	9.11	5.12	
736865.999444444430	9.11	5.12	
736865.999456018560	9.11	5.13	
736865.999467592570	9.10	5.13	
736865.999479166700	9.11	5.13	
736865.999490740710	9.12	5.13	
736865.999502314840	9.12	5.14	
736865.999513888850	9.13	5.14	
736865.999525462980	9.14	5.13	
736865.999537036990	9.15	5.14	
736865.999548611110	9.14	5.15	
736865.999560185240	9.14	5.14	
736865.999571759250	9.13	5.12	
736865.999583333380	9.13	5.05	
736865.999594907390	9.14	5.03	
736865.999606481520	9.14	5.02	
736865.999618055530	9.14	5.03	
736865.999629629660	9.14	5.02	
736865.999641203670	9.16	5.02	
736865.999652777800	9.17	5.02	
736865.999664351810	9.18	5.03	
736865.999675925940	9.19	5.03	
736865.999687499950	9.21	5.03	
736865.999699074080	9.22	5.04	
736865.999710648200	9.22	5.04	
736865.999722222220	9.22	5.05	
736865.999733796340	9.22	5.05	
736865.999745370350	9.22	5.05	
736865.999756944480	9.22	5.04	
736865.999768518490	9.21	5.04	
736865.999780092620	9.21	5.05	
736865.999791666630	9.21	5.05	
736865.999803240760	9.21	5.05	
736865.999814814770	9.20	5.06	
736865.999826388900	9.20	5.07	
736865.999837962910	9.19	5.07	
736865.999849537040	9.19	5.06	
736865.999861111170	9.19	5.05	
736865.999872685180	9.19	5.06	
736865.999884259300	9.19	5.05	
736865.999895833320	9.18	5.05	
736865.999907407440	9.16	5.05	
736865.999918981460	9.14	5.04	
736865.999930555580	9.13	5.04	
736865.999942129590	9.12	5.04	
736865.999953703720	9.12	5.04	
736865.999965277730	9.13	5.05	
736865.999976851860	9.15	5.05	
736865.999988425870	9.16	5.04	
736866.000000000000	9.16	5.05	
736866.000011574130	9.12	5.07	
736866.000023148140	9.06	5.08	
736866.000034722270	9.04	5.09	
736866.000046296280	9.06	5.09	
736866.000057870410	9.06	5.09	
736866.000069444420	9.06	5.09	
736866.000081018540	9.06	5.10	
736866.000092592560	9.06	5.10	
736866.000104166680	9.07	5.11	
736866.000115740700	9.06	5.11	
736866.000127314820	9.05	5.11	
736866.000138888830	9.05	5.11	
736866.000150462960	9.06	5.11	
736866.000162037090	9.07	5.12	
736866.000173611100	9.08	5.12	
736866.000185185230	9.08	5.13	
736866.000196759240	9.08	5.13	
736866.000208333370	9.07	5.14	
736866.000219907380	9.06	5.14	
736866.000231481510	9.06	5.14	
736866.000243055520	9.06	5.13	
736866.000254629650	9.05	5.12	
736866.000266203660	9.06	5.12	
736866.000277777780	9.06	5.13	
736866.000289351800	9.06	5.13	
736866.000300925920	9.07	5.13	
736866.000312500050	9.07	5.13	
736866.000324074060	9.07	5.12	
736866.000335648190	9.07	5.12	
736866.000347222200	9.07	5.11	
736866.000358796330	9.07	5.10	
736866.000370370340	9.06	5.07	
736866.000381944470	9.05	5.04	
736866.000393518480	9.05	5.04	
736866.000405092610	9.05	5.04	
736866.000416666620	9.05	5.04	
736866.000428240750	9.06	5.05	
736866.000439814760	9.05	5.06	
736866.000451388890	9.04	5.06	
736866.000462963010	9.04	5.07	
736866.000474537020	9.04	5.08	
736866.000486111150	9.04	5.08	
736866.000497685160	9.05	5.09	
736866.000509259290	9.06	5.10	
736866.000520833300	9.07	5.11	
736866.000532407430	9.08	5.11	
736866.000543981440	9.07	5.11	
736866.000555555570	9.08	5.11	
736866.000567129580	9.08	5.11	
736866.000578703710	9.08	5.11	
736866.000590277840	9.10	5.10	
736866.000601851850	9.11	5.11	
736866.000613425970	9.11	5.11	
736866.000624999990	9.11	5.12	
736866.000636574110	9.12	5.12	
736866.000648148130	9.13	5.11	
736866.000659722250	9.14	5.10	
736866.000671296260	9.12	5.09	
736866.000682870390	9.07	5.09	
736866.000694444400	9.05	5.09	
736866.000706018530	9.06	5.08	
736866.000717592540	9.06	5.07	
736866.000729166670	9.06	5.06	
736866.000740740680	9.07	5.05	
736866.000752314810	9.07	5.05	
736866.000763888940	9.07	5.04	
736866.000775462950	9.07	5.05	
736866.000787037080	9.06	5.07	
736866.000798611090	9.06	5.08	
736866.000810185210	9.08	5.09	
736866.000821759230	9.08	5.10	
736866.000833333350	9.08	5.10	
736866.000844907360	9.07	5.10	
736866.000856481490	9.07	5.09	
736866.000868055500	9.07	5.09	
736866.000879629630	9.09	5.10	
736866.000891203760	9.11	5.10	
736866.000902777770	9.12	5.10	
736866.000914351900	9.14	5.09	
736866.000925925910	9.15	5.10	
736866.000937500040	9.16	5.10	
736866.000949074050	9.16	5.11	
736866.000960648180	9.17	5.11	
736866.000972222190	9.17	5.11	
736866.000983796320	9.17	5.11	
736866.000995370330	9.16	5.12	
736866.001006944450	9.15	5.13	
736866.001018518470	9.14	5.13	
736866.001030092590	9.14	5.13	
736866.001041666720	9.14	5.14	
736866.001053240730	9.14	5.13	
736866.001064814860	9.15	5.13	
736866.001076388870	9.16	5.14	
736866.001087963000	9.15	5.16	
736866.001099537010	9.16	5.17	
736866.001111111140	9.16	5.18	
736866.001122685150	9.16	5.19	
736866.001134259280	9.18	5.19	
736866.001145833290	9.17	5.20	
736866.001157407420	9.16	5.21	
736866.001168981430	9.15	5.21	
736866.001180555560	9.14	5.21	
736866.001192129680	9.14	5.21	
736866.001203703690	9.13	5.21	
736866.001215277820	9.13	5.21	
736866.001226851830	9.13	5.21	
736866.001238425960	9.13	5.21	
736866.001249999970	9.13	5.20	
736866.001261574100	9.13	5.20	
736866.001273148110	9.13	5.21	
736866.001284722240	9.14	5.21	
736866.001296296250	9.14	5.20	
736866.001307870380	9.14	5.22	
736866.001319444390	9.13	5.23	
736866.001331018520	9.12	5.24	
736866.001342592640	9.12	5.25	
736866.001354166660	9.11	5.26	
736866.001365740780	9.13	5.27	
736866.001377314790	9.15	5.27	
736866.001388888920	9.18	5.28	
736866.001400462930	9.17	5.28	
736866.001412037060	9.17	5.30	
736866.001423611070	9.18	5.30	
736866.001435185200	9.19	5.30	
736866.001446759210	9.19	5.30	
736866.001458333340	9.19	5.30	
736866.001469907350	9.20	5.31	
736866.001481481480	9.20	5.32	
736866.001493055610	9.20	5.31	
736866.001504629620	9.20	5.31	
736866.001516203750	9.20	5.31	
736866.001527777760	9.20	5.31	
736866.001539351880	9.20	5.31	
736866.001550925900	9.21	5.31	
736866.001562500020	9.20	5.30	
736866.001574074030	9.19	5.30	
736866.001585648160	9.18	5.32	
736866.001597222170	9.18	5.33	
736866.001608796300	9.19	5.33	
736866.001620370430	9.20	5.34	
736866.001631944440	9.20	5.35	
736866.001643518570	9.21	5.35	
736866.001655092580	9.21	5.36	
736866.001666666710	9.21	5.37	
736866.001678240720	9.21	5.37	
736866.001689814850	9.19	5.37	
736866.001701388860	9.18	5.37	
736866.001712962990	9.18	5.37	
736866.001724537000	9.19	5.38	
736866.001736111120	9.19	5.38	
736866.001747685140	9.19	5.39	
736866.001759259260	9.20	5.40	
736866.001770833270	9.19	5.41	
736866.001782407400	9.18	5.42	
736866.001793981530	9.17	5.42	
736866.001805555540	9.17	5.43	
736866.001817129670	9.17	5.44	
736866.001828703680	9.17	5.45	
736866.001840277810	9.16	5.46	
736866.001851851820	9.16	5.46	
736866.001863425950	9.15	5.46	
736866.001874999960	9.13	5.45	
736866.001886574090	9.13	5.44	
736866.001898148100	9.13	5.44	
736866.001909722220	9.14	5.45	
736866.001921296350	9.14	5.46	
736866.001932870360	9.14	5.47	
736866.001944444490	9.12	5.47	
736866.001956018500	9.10	5.48	
736866.001967592630	9.11	5.49	
736866.001979166640	9.11	5.50	
736866.001990740770	9.12	5.52	
736866.002002314780	9.12	5.53	
736866.002013888910	9.13	5.53	
736866.002025462920	9.14	5.53	
736866.002037037050	9.14	5.54	
736866.002048611060	9.14	5.54	
736866.002060185190	9.14	5.54	
736866.002071759310	9.14	5.53	
736866.002083333330	9.14	5.52	
736866.002094907450	9.13	5.51	
736866.002106481460	9.12	5.50	
736866.002118055590	9.12	5.51	
736866.002129629600	9.16	5.50	
736866.002141203730	9.19	5.50	
736866.002152777740	9.21	5.50	
736866.002164351870	9.20	5.50	
736866.002175925880	9.18	5.50	
736866.002187500010	9.17	5.50	
736866.002199074020	9.17	5.50	
736866.002210648150	9.17	5.49	
736866.002222222280	9.17	5.50	
736866.002233796290	9.16	5.50	
736866.002245370420	9.16	5.51	
736866.002256944430	9.16	5.51	
736866.002268518550	9.17	5.51	
736866.002280092570	9.17	5.49	
736866.002291666690	9.17	5.49	
736866.002303240700	9.17	5.49	
736866.002314814830	9.17	5.49	
736866.002326388840	9.18	5.49	
736866.002337962970	9.18	5.50	
736866.002349536980	9.17	5.51	
736866.002361111110	9.17	5.52	
736866.002372685240	9.18	5.53	
736866.002384259250	9.19	5.53	
736866.002395833380	9.19	5.53	
736866.002407407390	9.18	5.53	
736866.002418981520	9.17	5.54	
736866.002430555530	9.16	5.53	
736866.002442129650	9.17	5.53	
736866.002453703670	9.17	5.52	
736866.002465277790	9.16	5.51	
736866.002476851810	9.16	5.51	
736866.002488425930	9.15	5.51	
736866.002499999940	9.16	5.51	
736866.002511574070	9.16	5.51	
736866.002523148200	9.16	5.50	
736866.002534722210	9.17	5.51	
736866.002546296340	9.17	5.51	
736866.002557870350	9.17	5.51	
736866.002569444480	9.17	5.52	
736866.002581018490	9.17	5.53	
736866.002592592620	9.17	5.52	
736866.002604166630	9.16	5.53	
736866.002615740760	9.15	5.53	
736866.002627314770	9.15	5.54	
736866.002638888890	9.15	5.54	
736866.002650463020	9.15	5.54	
736866.002662037030	9.16	5.54	
736866.002673611160	9.16	5.55	
736866.002685185170	9.15	5.54	
736866.002696759300	9.14	5.53	
736866.002708333310	9.15	5.53	
736866.002719907440	9.15	5.53	
736866.002731481450	9.15	5.53	
736866.002743055580	9.15	5.53	
736866.002754629590	9.15	5.54	
736866.002766203720	9.15	5.54	
736866.002777777730	9.18	5.53	
736866.002789351860	9.18	5.53	
736866.002800925870	9.18	5.53	
736866.002812500000	9.18	5.53	
736866.002824074120	9.18	5.53	
736866.002835648130	9.18	5.53	
736866.002847222260	9.18	5.53	
736866.002858796270	9.17	5.50	
736866.002870370400	9.16	5.49	
736866.002881944410	9.16	5.47	
736866.002893518540	9.16	5.45	
736866.002905092550	9.16	5.44	
736866.002916666680	9.17	5.45	
736866.002928240690	9.19	5.45	
736866.002939814820	9.19	5.45	
736866.002951388950	9.19	5.45	
736866.002962962960	9.18	5.45	
736866.002974537080	9.19	5.45	
736866.002986111100	9.20	5.45	
736866.002997685220	9.19	5.45	
736866.003009259240	9.19	5.46	
736866.003020833360	9.20	5.46	
736866.003032407370	9.20	5.47	
736866.003043981500	9.21	5.48	
736866.003055555510	9.22	5.50	
736866.003067129640	9.23	5.50	
736866.003078703650	9.23	5.50	
736866.003090277780	9.22	5.50	
736866.003101851910	9.24	5.51	
736866.003113425920	9.25	5.52	
