f-res (Hz):	1422
1385.000	177648.953
1386.000	183217.933
1387.000	188801.759
1388.000	194391.300
1389.000	199977.135
1390.000	205549.579
1391.000	211098.706
1392.000	216614.379
1393.000	222086.277
1394.000	227503.927
1395.000	232856.733
1396.000	238134.015
1397.000	243325.037
1398.000	248419.049
1399.000	253405.316
1400.000	258273.161
1401.000	263012.002
1402.000	267611.385
1403.000	272061.028
1404.000	276350.857
1405.000	280471.041
1406.000	284412.034
1407.000	288164.609
1408.000	291719.892
1409.000	295069.404
1410.000	298205.085
1411.000	301119.333
1412.000	303805.035
1413.000	306255.590
1414.000	308464.942
1415.000	310427.603
1416.000	312138.674
1417.000	313593.868
1418.000	314789.526
1419.000	315722.633
1420.000	316390.831
1421.000	316792.428
1422.000	316926.407
1423.000	316792.428
1424.000	316390.831
1425.000	315722.633
1426.000	314789.526
1427.000	313593.868
1428.000	312138.674
1429.000	310427.603
1430.000	308464.942
1431.000	306255.590
1432.000	303805.035
1433.000	301119.333
1434.000	298205.085
1435.000	295069.404
1436.000	291719.892
1437.000	288164.609
1438.000	284412.034
1439.000	280471.041
1440.000	276350.857
1441.000	272061.028
1442.000	267611.385
1443.000	263012.002
1444.000	258273.161
1445.000	253405.316
1446.000	248419.049
1447.000	243325.037
1448.000	238134.015
1449.000	232856.733
