f-res (Hz):	1419
1385.000	181378.941
1386.000	185790.726
1387.000	190171.439
1388.000	194513.901
1389.000	198810.852
1390.000	203054.967
1391.000	207238.881
1392.000	211355.207
1393.000	215396.556
1394.000	219355.561
1395.000	223224.898
1396.000	226997.308
1397.000	230665.622
1398.000	234222.778
1399.000	237661.850
1400.000	240976.066
1401.000	244158.831
1402.000	247203.750
1403.000	250104.648
1404.000	252855.591
1405.000	255450.907
1406.000	257885.206
1407.000	260153.395
1408.000	262250.701
1409.000	264172.684
1410.000	265915.253
1411.000	267474.683
1412.000	268847.624
1413.000	270031.119
1414.000	271022.607
1415.000	271819.940
1416.000	272421.384
1417.000	272825.632
1418.000	273031.801
1419.000	273039.443
1420.000	272848.541
1421.000	272459.510
1422.000	271873.199
1423.000	271090.885
1424.000	270114.266
1425.000	268945.462
1426.000	267586.999
1427.000	266041.806
1428.000	264313.203
1429.000	262404.886
1430.000	260320.918
1431.000	258065.713
1432.000	255644.020
1433.000	253060.907
1434.000	250321.742
1435.000	247432.176
1436.000	244398.124
1437.000	241225.742
1438.000	237921.410
1439.000	234491.708
1440.000	230943.395
1441.000	227283.386
1442.000	223518.733
1443.000	219656.598
1444.000	215704.234
1445.000	211668.960
1446.000	207558.142
1447.000	203379.166
1448.000	199139.421
1449.000	194846.276
