f-res (Hz):	1428
1385.000	123657.538
1386.000	128449.588
1387.000	133306.749
1388.000	138222.536
1389.000	143190.062
1390.000	148202.046
1391.000	153250.825
1392.000	158328.371
1393.000	163426.306
1394.000	168535.924
1395.000	173648.209
1396.000	178753.861
1397.000	183843.320
1398.000	188906.794
1399.000	193934.288
1400.000	198915.637
1401.000	203840.534
1402.000	208698.569
1403.000	213479.263
1404.000	218172.104
1405.000	222766.584
1406.000	227252.238
1407.000	231618.686
1408.000	235855.669
1409.000	239953.089
1410.000	243901.050
1411.000	247689.899
1412.000	251310.262
1413.000	254753.083
1414.000	258009.665
1415.000	261071.703
1416.000	263931.320
1417.000	266581.101
1418.000	269014.125
1419.000	271223.997
1420.000	273204.872
1421.000	274951.484
1422.000	276459.168
1423.000	277723.881
1424.000	278742.219
1425.000	279511.437
1426.000	280029.453
1427.000	280294.865
1428.000	280306.954
1429.000	280065.686
1430.000	279571.716
1431.000	278826.381
1432.000	277831.698
1433.000	276590.350
1434.000	275105.678
1435.000	273381.666
1436.000	271422.919
1437.000	269234.648
1438.000	266822.643
1439.000	264193.247
1440.000	261353.335
1441.000	258310.273
1442.000	255071.897
1443.000	251646.471
1444.000	248042.659
1445.000	244269.482
1446.000	240336.286
1447.000	236252.699
1448.000	232028.597
1449.000	227674.058
