f-res (Hz):	1426
1385.000	170439.989
1386.000	175613.978
1387.000	180812.431
1388.000	186028.343
1389.000	191254.460
1390.000	196483.303
1391.000	201707.178
1392.000	206918.195
1393.000	212108.285
1394.000	217269.221
1395.000	222392.638
1396.000	227470.054
1397.000	232492.892
1398.000	237452.503
1399.000	242340.192
1400.000	247147.241
1401.000	251864.937
1402.000	256484.592
1403.000	260997.576
1404.000	265395.338
1405.000	269669.439
1406.000	273811.570
1407.000	277813.589
1408.000	281667.539
1409.000	285365.677
1410.000	288900.503
1411.000	292264.781
1412.000	295451.564
1413.000	298454.223
1414.000	301266.461
1415.000	303882.344
1416.000	306296.317
1417.000	308503.223
1418.000	310498.324
1419.000	312277.317
1420.000	313836.348
1421.000	315172.030
1422.000	316281.449
1423.000	317162.181
1424.000	317812.295
1425.000	318230.366
1426.000	318415.475
1427.000	318367.215
1428.000	318085.692
1429.000	317571.525
1430.000	316825.843
1431.000	315850.281
1432.000	314646.975
1433.000	313218.552
1434.000	311568.123
1435.000	309699.271
1436.000	307616.036
1437.000	305322.905
1438.000	302824.789
1439.000	300127.012
1440.000	297235.289
1441.000	294155.708
1442.000	290894.703
1443.000	287459.041
1444.000	283855.788
1445.000	280092.294
1446.000	276176.163
1447.000	272115.228
1448.000	267917.526
1449.000	263591.273
