f-res (Hz):	1407
1385.000	178623.396
1386.000	180343.970
1387.000	181999.950
1388.000	183589.259
1389.000	185109.893
1390.000	186559.921
1391.000	187937.492
1392.000	189240.839
1393.000	190468.280
1394.000	191618.226
1395.000	192689.181
1396.000	193679.744
1397.000	194588.618
1398.000	195414.608
1399.000	196156.622
1400.000	196813.680
1401.000	197384.911
1402.000	197869.554
1403.000	198266.966
1404.000	198576.616
1405.000	198798.090
1406.000	198931.093
1407.000	198975.447
1408.000	198931.093
1409.000	198798.090
1410.000	198576.616
1411.000	198266.966
1412.000	197869.554
1413.000	197384.911
1414.000	196813.680
1415.000	196156.622
1416.000	195414.608
1417.000	194588.618
1418.000	193679.744
1419.000	192689.181
1420.000	191618.226
1421.000	190468.280
1422.000	189240.839
1423.000	187937.492
1424.000	186559.921
1425.000	185109.893
1426.000	183589.259
1427.000	181999.950
1428.000	180343.970
1429.000	178623.396
1430.000	176840.370
1431.000	174997.099
1432.000	173095.845
1433.000	171138.923
1434.000	169128.698
1435.000	167067.577
1436.000	164958.008
1437.000	162802.470
1438.000	160603.474
1439.000	158363.555
1440.000	156085.265
1441.000	153771.173
1442.000	151423.859
1443.000	149045.906
1444.000	146639.898
1445.000	144208.416
1446.000	141754.034
1447.000	139279.308
1448.000	136786.783
1449.000	134278.979
