f-res (Hz):	1380
1355.000	272586.605
1356.000	282766.423
1357.000	292887.767
1358.000	302917.732
1359.000	312822.677
1360.000	322568.407
1361.000	332120.358
1362.000	341443.803
1363.000	350504.049
1364.000	359266.657
1365.000	367697.650
1366.000	375763.735
1367.000	383432.519
1368.000	390672.723
1369.000	397454.395
1370.000	403749.118
1371.000	409530.205
1372.000	414772.886
1373.000	419454.488
1374.000	423554.599
1375.000	427055.212
1376.000	429940.859
1377.000	432198.724
1378.000	433818.741
1379.000	434793.665
1380.000	435119.126
1381.000	434793.665
1382.000	433818.741
1383.000	432198.724
1384.000	429940.859
1385.000	427055.212
1386.000	423554.599
1387.000	419454.488
1388.000	414772.886
1389.000	409530.205
1390.000	403749.118
1391.000	397454.395
1392.000	390672.723
1393.000	383432.519
1394.000	375763.735
1395.000	367697.650
1396.000	359266.657
1397.000	350504.049
1398.000	341443.803
1399.000	332120.358
1400.000	322568.407
1401.000	312822.677
1402.000	302917.732
1403.000	292887.767
1404.000	282766.423
