"Blue","Green","Red","Date","Hour","Min","Date_Hr"
5.378e-05,3.732e-05,2.254e-05,2017-06-20,3,54,2017-06-20 03:54:00
5.433e-05,3.751e-05,2.311e-05,2017-06-20,3,59,2017-06-20 03:59:00
5.295e-05,3.772e-05,2.259e-05,2017-06-20,4,4,2017-06-20 04:04:00
5.552e-05,3.864e-05,2.346e-05,2017-06-20,4,9,2017-06-20 04:09:00
5.553e-05,3.939e-05,2.382e-05,2017-06-20,4,14,2017-06-20 04:14:00
5.553e-05,3.871e-05,2.312e-05,2017-06-20,4,19,2017-06-20 04:19:00
5.423e-05,3.832e-05,2.365e-05,2017-06-20,4,24,2017-06-20 04:24:00
5.264e-05,3.754e-05,2.287e-05,2017-06-20,4,29,2017-06-20 04:29:00
5.362e-05,3.743e-05,2.289e-05,2017-06-20,4,34,2017-06-20 04:34:00
5.265e-05,3.693e-05,2.243e-05,2017-06-20,4,39,2017-06-20 04:39:00
4.911e-05,2.734e-05,2.496e-05,2017-06-20,4,44,2017-06-20 04:44:00
5.427e-05,3.843e-05,2.341e-05,2017-06-20,4,54,2017-06-20 04:54:00
5.499e-05,3.871e-05,2.366e-05,2017-06-20,4,59,2017-06-20 04:59:00
5.519e-05,3.905e-05,2.422e-05,2017-06-20,5,4,2017-06-20 05:04:00
5.367e-05,3.838e-05,2.415e-05,2017-06-20,5,9,2017-06-20 05:09:00
5.565e-05,3.937e-05,2.472e-05,2017-06-20,5,14,2017-06-20 05:14:00
5.599e-05,3.968e-05,2.461e-05,2017-06-20,5,19,2017-06-20 05:19:00
5.534e-05,3.973e-05,2.532e-05,2017-06-20,5,24,2017-06-20 05:24:00
5.539e-05,3.976e-05,2.541e-05,2017-06-20,5,29,2017-06-20 05:29:00
5.652e-05,3.96e-05,2.539e-05,2017-06-20,5,34,2017-06-20 05:34:00
5.495e-05,3.926e-05,2.499e-05,2017-06-20,5,39,2017-06-20 05:39:00
4.876e-05,2.73e-05,2.512e-05,2017-06-20,5,44,2017-06-20 05:44:00
5.325e-05,3.878e-05,2.487e-05,2017-06-20,5,54,2017-06-20 05:54:00
5.32e-05,3.843e-05,2.456e-05,2017-06-20,5,59,2017-06-20 05:59:00
5.262e-05,3.811e-05,2.429e-05,2017-06-20,6,4,2017-06-20 06:04:00
5.253e-05,3.807e-05,2.387e-05,2017-06-20,6,9,2017-06-20 06:09:00
5.162e-05,3.755e-05,2.393e-05,2017-06-20,6,14,2017-06-20 06:14:00
5.155e-05,3.76e-05,2.445e-05,2017-06-20,6,19,2017-06-20 06:19:00
5.175e-05,3.744e-05,2.398e-05,2017-06-20,6,24,2017-06-20 06:24:00
5.378e-05,3.89e-05,2.498e-05,2017-06-20,6,29,2017-06-20 06:29:00
5.179e-05,3.812e-05,2.472e-05,2017-06-20,6,34,2017-06-20 06:34:00
5.188e-05,3.761e-05,2.39e-05,2017-06-20,6,39,2017-06-20 06:39:00
4.92e-05,2.735e-05,2.502e-05,2017-06-20,6,44,2017-06-20 06:44:00
4.968e-05,3.649e-05,2.355e-05,2017-06-20,6,54,2017-06-20 06:54:00
5.016e-05,3.644e-05,2.377e-05,2017-06-20,6,59,2017-06-20 06:59:00
5.116e-05,3.723e-05,2.439e-05,2017-06-20,7,4,2017-06-20 07:04:00
5.28e-05,3.882e-05,2.515e-05,2017-06-20,7,9,2017-06-20 07:09:00
5.222e-05,3.796e-05,2.504e-05,2017-06-20,7,14,2017-06-20 07:14:00
5.234e-05,3.716e-05,2.414e-05,2017-06-20,7,19,2017-06-20 07:19:00
5.301e-05,3.897e-05,2.48e-05,2017-06-20,7,24,2017-06-20 07:24:00
5.332e-05,3.846e-05,2.486e-05,2017-06-20,7,29,2017-06-20 07:29:00
5.334e-05,3.895e-05,2.48e-05,2017-06-20,7,34,2017-06-20 07:34:00
5.262e-05,3.802e-05,2.384e-05,2017-06-20,7,39,2017-06-20 07:39:00
4.943e-05,2.718e-05,2.489e-05,2017-06-20,7,44,2017-06-20 07:44:00
5.217e-05,3.822e-05,2.425e-05,2017-06-20,7,54,2017-06-20 07:54:00
5.374e-05,3.971e-05,2.527e-05,2017-06-20,7,59,2017-06-20 07:59:00
5.227e-05,3.792e-05,2.374e-05,2017-06-20,8,4,2017-06-20 08:04:00
5.25e-05,3.812e-05,2.414e-05,2017-06-20,8,9,2017-06-20 08:09:00
5.313e-05,3.883e-05,2.505e-05,2017-06-20,8,14,2017-06-20 08:14:00
5.511e-05,3.971e-05,2.553e-05,2017-06-20,8,19,2017-06-20 08:19:00
5.43e-05,3.942e-05,2.486e-05,2017-06-20,8,24,2017-06-20 08:24:00
5.502e-05,4.054e-05,2.592e-05,2017-06-20,8,29,2017-06-20 08:29:00
5.817e-05,4.218e-05,2.705e-05,2017-06-20,8,34,2017-06-20 08:34:00
6.007e-05,4.307e-05,2.813e-05,2017-06-20,8,39,2017-06-20 08:39:00
4.953e-05,2.72e-05,2.499e-05,2017-06-20,8,44,2017-06-20 08:44:00
7.638e-05,5.897e-05,4.074e-05,2017-06-20,8,54,2017-06-20 08:54:00
7.407e-05,5.563e-05,3.741e-05,2017-06-20,8,59,2017-06-20 08:59:00
8.183e-05,6.154e-05,4.176e-05,2017-06-20,9,4,2017-06-20 09:04:00
9.714e-05,7.243e-05,4.842e-05,2017-06-20,9,9,2017-06-20 09:09:00
7.644e-05,5.575e-05,3.59e-05,2017-06-20,9,14,2017-06-20 09:14:00
7.431e-05,5.407e-05,3.461e-05,2017-06-20,9,19,2017-06-20 09:19:00
7.219e-05,5.331e-05,3.414e-05,2017-06-20,9,24,2017-06-20 09:24:00
6.484e-05,4.706e-05,2.948e-05,2017-06-20,9,29,2017-06-20 09:29:00
6.173e-05,4.486e-05,2.806e-05,2017-06-20,9,34,2017-06-20 09:34:00
6.318e-05,4.577e-05,2.886e-05,2017-06-20,9,39,2017-06-20 09:39:00
4.946e-05,2.729e-05,2.498e-05,2017-06-20,9,44,2017-06-20 09:44:00
5.889e-05,4.347e-05,2.746e-05,2017-06-20,9,54,2017-06-20 09:54:00
6.017e-05,4.298e-05,2.7e-05,2017-06-20,9,59,2017-06-20 09:59:00
5.36e-05,3.863e-05,2.389e-05,2017-06-20,10,4,2017-06-20 10:04:00
5.504e-05,3.909e-05,2.411e-05,2017-06-20,10,9,2017-06-20 10:09:00
5.51e-05,3.881e-05,2.395e-05,2017-06-20,10,14,2017-06-20 10:14:00
4.836e-05,3.461e-05,2.052e-05,2017-06-20,10,19,2017-06-20 10:19:00
5.012e-05,3.664e-05,2.377e-05,2017-06-20,10,24,2017-06-20 10:24:00
5.1e-05,3.721e-05,2.41e-05,2017-06-20,10,29,2017-06-20 10:29:00
4.872e-05,3.559e-05,2.222e-05,2017-06-20,10,34,2017-06-20 10:34:00
4.864e-05,3.436e-05,2.12e-05,2017-06-20,10,39,2017-06-20 10:39:00
4.906e-05,2.722e-05,2.486e-05,2017-06-20,10,44,2017-06-20 10:44:00
4.803e-05,3.237e-05,2.022e-05,2017-06-20,10,54,2017-06-20 10:54:00
4.239e-05,2.913e-05,1.762e-05,2017-06-20,10,59,2017-06-20 10:59:00
3.905e-05,2.682e-05,1.622e-05,2017-06-20,11,4,2017-06-20 11:04:00
