,Time Stamp,Raw Blue Data,Raw Green Data,Raw Red Data,S.A.E. (Blue:Green),S.A.E. (Green:Red),Blue Correction Factor,Green Correction Factor,Red Correction Factor,Corrected Blue Data,Corrected Green Data,Corrected Red Data
0,2017-06-20 00:04:00,3.71e-05,2.576e-05,1.515e-05,1.8178741421965168,2.20110234705712,1.1575309541930976,1.1448556953151368,1.116126162125648,42.94439840056392,29.491482711317925,16.909311356203567
1,2017-06-20 00:09:00,3.902e-05,2.72e-05,1.624e-05,1.7982563974373393,2.138560457543352,1.1573829816608234,1.1447141563712222,1.1158761483054818,45.16108394440533,31.13622505329724,18.121828648481024
2,2017-06-20 00:14:00,3.993e-05,2.724e-05,1.593e-05,1.9058160879596446,2.2245719929594907,1.1581597429692092,1.1454571454488085,1.1162160211247254,46.245318536760514,31.202252642025545,17.78132121651688
3,2017-06-20 00:19:00,4.118e-05,2.866e-05,1.688e-05,1.8061943641789984,2.1950921310733484,1.1574432059536197,1.1447717622165057,1.1161028094162202,47.66351122117006,32.80915870512505,18.8398154229458
4,2017-06-20 00:24:00,4.008e-05,2.749e-05,1.608e-05,1.8789746740603286,2.2235920754047167,1.157973654533028,1.1452791478142006,1.1162123113200442,46.41158407368376,31.483723773412372,17.94869396602631
5,2017-06-20 00:29:00,3.884e-05,2.673e-05,1.563e-05,1.8620761362875418,2.225036528548408,1.1578539106701518,1.1451646102062318,1.1162177785093652,44.97104589042869,30.61025003081258,17.44648387810138
6,2017-06-20 00:34:00,3.941e-05,2.731e-05,1.578e-05,1.8277041143283173,2.2744441115973872,1.1576040150239537,1.1449255795881295,1.1164001076224435,45.62117423209401,31.267917578551817,17.61679369828216
7,2017-06-20 00:39:00,3.875e-05,2.623e-05,1.545e-05,1.9446135920437613,2.194768105402735,1.1584200456709102,1.14570613064174,1.1161015464218174,44.88877676974777,30.051871806732844,17.243768892217076
8,2017-06-20 00:44:00,4.882e-05,2.745e-05,2.539e-05,2.869247528560401,0.32347863203947347,1.1623898860799033,1.1495033692938206,1.0946730402930234,56.747874238420884,31.553867487115376,27.793748493039864
9,2017-06-20 00:54:00,3.671e-05,2.596e-05,1.558e-05,1.7266711757532434,2.117119326863915,1.1568177250701284,1.1441734761540356,1.1157867735383025,42.466778687324414,29.702743440958763,17.38395793172675
10,2017-06-20 00:59:00,3.812e-05,2.68e-05,1.643e-05,1.7557979278326925,2.028896924855595,1.1570526108282784,1.1443981494879183,1.1153981834089601,44.10684552477397,30.66987040627621,18.325992153409217
11,2017-06-20 01:04:00,3.807e-05,2.676e-05,1.564e-05,1.7567006200009267,2.22703565905751,1.157059781637238,1.1444050085225754,1.1162253321109061,44.04926588692965,30.624278028064122,17.45776419421457
12,2017-06-20 01:09:00,3.889e-05,2.735e-05,1.63e-05,1.754220358328607,2.1460731753844904,1.1570400633748463,1.1443861475759398,1.1159070135535598,44.997288064647776,31.298961136201953,18.189284320923026
13,2017-06-20 01:14:00,3.829e-05,2.677e-05,1.602e-05,1.7835534338119003,2.1290410384992735,1.1572701615547099,1.1446062414871137,1.115836704188453,44.31187448592984,30.641109084610036,17.875704001099017
14,2017-06-20 01:19:00,3.775e-05,2.708e-05,1.641e-05,1.655398795952318,2.077045409023057,1.1562132702486134,1.1435953019769345,1.1156145043501637,43.647050951885156,30.96856077753539,18.307234016386186
15,2017-06-20 01:24:00,3.895e-05,2.782e-05,1.683e-05,1.6769941672172681,2.084043339679242,1.1564009887194542,1.14377485877513,1.1156450866135315,45.04181851062274,31.819816571124118,18.776306807705733
16,2017-06-20 01:29:00,3.804e-05,2.688e-05,1.656e-05,1.7304754997858525,2.008576195987703,1.1568487939597523,1.1442031942223716,1.1153037145544702,44.00652812222898,30.756181860697346,18.46942951302203
17,2017-06-20 01:34:00,3.73e-05,2.633e-05,1.583e-05,1.7356014655724463,2.1097933328775094,1.1568904698571674,1.1442430581242469,1.1157557941276484,43.15201452567234,30.127919720411416,17.662414221040674
18,2017-06-20 01:39:00,3.447e-05,2.492e-05,1.482e-05,1.6166719603097734,2.1549537307434288,1.1558663130952154,1.1432634299171625,1.1159432006278007,39.842711812392075,28.49012467353569,16.53827823330401
19,2017-06-20 01:44:00,4.93e-05,2.728e-05,2.508e-05,2.9489619633325965,0.34865815261471644,1.1625898730242292,1.1496946611536103,1.0953027992099262,57.3156807400945,31.36367035627049,27.470194204184953
20,2017-06-20 01:54:00,3.539e-05,2.42e-05,1.412e-05,1.8940317135962588,2.23401810470799,1.1580786579901057,1.1453795859035794,1.1162515967219708,40.98440370626984,27.718185978866618,15.76147254571423
21,2017-06-20 01:59:00,3.643e-05,2.54e-05,1.504e-05,1.7971903479250309,2.1729614617638315,1.157374857212375,1.1447063851596628,1.1160156005441229,42.16316604824682,29.07554218305544,16.784874632183605
22,2017-06-20 02:04:00,3.859e-05,2.6300000000000002e-05,1.574e-05,1.9107136469665875,2.1287084003610657,1.1581931616299102,1.1454891111242618,1.1158353190871293,44.69467410729823,30.126363622568086,17.563247922431415
23,2017-06-20 02:09:00,3.73e-05,2.625e-05,1.562e-05,1.750765535560728,2.1525519042170513,1.1570125156457023,1.14435979757415,1.11593344518871,43.1565668335847,30.039444686321435,17.43088041384765
24,2017-06-20 02:14:00,3.805e-05,2.622e-05,1.567e-05,1.8556700823433185,2.134558100731773,1.1578079854938907,1.145120681776765,1.1158596101057512,44.05459384804254,30.02506427618678,17.48552009035712
