,Time Stamp,Raw Blue Data,Raw Green Data,Raw Red Data,S.A.E. (Blue:Red),Blue Correction Factor,Green Correction Factor,Red Correction Factor,Corrected Blue Data,Corrected Green Data,Corrected Red Data
0,2017-04-11 00:00:00,5.539e-05,3.624e-05,2.194e-05,2.096013960986438,1.3458204991183318,1.320033518450832,1.2831071564126377,7.454499744616441,4.783801470865815,2.815137101169327
1,2017-04-11 00:01:00,5.685e-05,3.652e-05,2.099e-05,2.255084262596147,1.348641105678122,1.3225286704075696,1.2851502880873575,7.667024685780123,4.829874704328445,2.6975304546953636
2,2017-04-11 00:02:00,5.6399999999999995e-05,3.669e-05,2.189e-05,2.142075801504906,1.346683904555995,1.3207973001841495,1.2837325718899195,7.595297221695811,4.8460052943756455,2.8100905998670336
3,2017-04-11 00:03:00,5.682e-05,3.665e-05,2.194e-05,2.153703899655655,1.3468956524132123,1.3209846155963032,1.283885953350596,7.653061097011872,4.841408616160452,2.8168457816512076
4,2017-04-11 00:04:00,5.739e-05,3.733e-05,2.182e-05,2.188708480136871,1.3475184239866023,1.321535528911225,1.2843370635287568,7.73340823525911,4.9332921294256025,2.8024234726197474
5,2017-04-11 00:05:00,5.882e-05,3.739e-05,2.214e-05,2.2114612391348345,1.3479116871955397,1.3218834155960544,1.2846219272634358,7.928416544084165,4.942522090913648,2.844152946961247
6,2017-04-11 00:06:00,5.870000000000001e-05,3.805e-05,2.277e-05,2.1433355537217578,1.346706963770337,1.3208176987199134,1.2837492750387698,7.905169877331881,5.02571134362927,2.923097099263279
7,2017-04-11 00:07:00,5.802e-05,3.806e-05,2.26e-05,2.1339248110324993,1.3465340001317254,1.3206646924242185,1.2836239872749036,7.81259026876427,5.026449819366576,2.9009902112412824
8,2017-04-11 00:08:00,5.924e-05,3.831e-05,2.1899999999999997e-05,2.2522331073108903,1.3485943973754446,1.3224873515244318,1.285116454509136,7.989073210052133,5.066449043690097,2.8144050353750076
9,2017-04-11 00:09:00,5.739e-05,3.839e-05,2.226e-05,2.143523134914058,1.346710394878068,1.3208207339305986,1.2837517603924467,7.728770956205233,5.070630797559568,2.857631418633586
10,2017-04-11 00:10:00,5.776e-05,3.717e-05,2.195e-05,2.189809039897404,1.3475376529224758,1.3215525391237286,1.284350992181024,7.783377483280221,4.912210787922899,2.819150427837348
11,2017-04-11 00:11:00,5.875e-05,3.765e-05,2.206e-05,2.216959096278796,1.3480053785114388,1.3219662963755034,1.2846897934089268,7.919531598754702,4.977203105853771,2.834025684260092
12,2017-04-11 00:12:00,5.805e-05,3.745e-05,2.218e-05,2.1775518479763067,1.347322296446358,1.3213620314717782,1.2841949967848618,7.821205930871109,4.94850080786181,2.848344502868824
13,2017-04-11 00:13:00,5.894e-05,3.782e-05,2.255e-05,2.1745443415070285,1.3472690506100946,1.3213149293858528,1.284156427685517,7.940803784295897,4.997213062937296,2.895772744430841
14,2017-04-11 00:14:00,5.726e-05,3.824e-05,2.238e-05,2.126222177827348,1.3463912140997218,1.3205383817036,1.2835205589312086,7.709436091935007,5.049738771634567,2.8725190108880447
15,2017-04-11 00:15:00,5.815e-05,3.753e-05,2.136e-05,2.2667080693017048,1.3488301574245516,1.3226959084909495,1.285287229416502,7.843447365423768,4.964077744566534,2.745373522033648
16,2017-04-11 00:21:00,2.878e-05,1.628e-05,1.617e-05,1.3048444799449892,1.32269050506954,1.2995723698692083,1.2663527376465256,3.8067032735901356,2.1157038181470713,2.0476923767744317
17,2017-04-11 00:22:00,5.676e-05,3.764e-05,2.166e-05,2.18038297466591,1.3473722734856532,1.3214062419296162,1.284231198101787,7.647685024304568,4.973773094623075,2.7816447750884707
18,2017-04-11 00:23:00,5.864e-05,3.727e-05,2.197e-05,2.221970114523924,1.3480903258556867,1.3220414421031073,1.2847513257800807,7.905201670817747,4.92724845471828,2.8225986627388373
19,2017-04-11 00:24:00,5.652e-05,3.683e-05,2.129e-05,2.209788825918276,1.3478830845643144,1.321858113268432,1.2846012086908174,7.618235193957505,4.868403431167635,2.7349159733027504
