"Blue","Green","Red","Date","Hour","Min","Date_Hr"
5.539e-05,3.624e-05,2.194e-05,2017-04-11,0,0,2017-04-11 00:00:00
5.685e-05,3.652e-05,2.099e-05,2017-04-11,0,1,2017-04-11 00:01:00
5.64e-05,3.669e-05,2.189e-05,2017-04-11,0,2,2017-04-11 00:02:00
5.682e-05,3.665e-05,2.194e-05,2017-04-11,0,3,2017-04-11 00:03:00
5.739e-05,3.733e-05,2.182e-05,2017-04-11,0,4,2017-04-11 00:04:00
5.882e-05,3.739e-05,2.214e-05,2017-04-11,0,5,2017-04-11 00:05:00
5.87e-05,3.805e-05,2.277e-05,2017-04-11,0,6,2017-04-11 00:06:00
5.802e-05,3.806e-05,2.26e-05,2017-04-11,0,7,2017-04-11 00:07:00
5.924e-05,3.831e-05,2.19e-05,2017-04-11,0,8,2017-04-11 00:08:00
5.739e-05,3.839e-05,2.226e-05,2017-04-11,0,9,2017-04-11 00:09:00
5.776e-05,3.717e-05,2.195e-05,2017-04-11,0,10,2017-04-11 00:10:00
5.875e-05,3.765e-05,2.206e-05,2017-04-11,0,11,2017-04-11 00:11:00
5.805e-05,3.745e-05,2.218e-05,2017-04-11,0,12,2017-04-11 00:12:00
5.894e-05,3.782e-05,2.255e-05,2017-04-11,0,13,2017-04-11 00:13:00
5.726e-05,3.824e-05,2.238e-05,2017-04-11,0,14,2017-04-11 00:14:00
5.815e-05,3.753e-05,2.136e-05,2017-04-11,0,15,2017-04-11 00:15:00
2.878e-05,1.628e-05,1.617e-05,2017-04-11,0,21,2017-04-11 00:21:00
5.676e-05,3.764e-05,2.166e-05,2017-04-11,0,22,2017-04-11 00:22:00
5.864e-05,3.727e-05,2.197e-05,2017-04-11,0,23,2017-04-11 00:23:00
5.652e-05,3.683e-05,2.129e-05,2017-04-11,0,24,2017-04-11 00:24:00
5.768e-05,3.787e-05,2.125e-05,2017-04-11,0,25,2017-04-11 00:25:00
5.832e-05,3.698e-05,2.176e-05,2017-04-11,0,26,2017-04-11 00:26:00
5.683e-05,3.679e-05,2.158e-05,2017-04-11,0,27,2017-04-11 00:27:00
5.768e-05,3.633e-05,2.12e-05,2017-04-11,0,28,2017-04-11 00:28:00
5.649e-05,3.62e-05,2.076e-05,2017-04-11,0,29,2017-04-11 00:29:00
5.819e-05,3.699e-05,2.182e-05,2017-04-11,0,30,2017-04-11 00:30:00
5.739e-05,3.687e-05,2.136e-05,2017-04-11,0,31,2017-04-11 00:31:00
5.569e-05,3.645e-05,2.115e-05,2017-04-11,0,32,2017-04-11 00:32:00
5.783e-05,3.666e-05,2.119e-05,2017-04-11,0,33,2017-04-11 00:33:00
5.6e-05,3.685e-05,2.223e-05,2017-04-11,0,34,2017-04-11 00:34:00
5.704e-05,3.625e-05,2.126e-05,2017-04-11,0,35,2017-04-11 00:35:00
5.718e-05,3.713e-05,2.147e-05,2017-04-11,0,36,2017-04-11 00:36:00
5.815e-05,3.7e-05,2.179e-05,2017-04-11,0,37,2017-04-11 00:37:00
5.832e-05,3.768e-05,2.278e-05,2017-04-11,0,38,2017-04-11 00:38:00
0.0001336,9.037e-05,5.341e-05,2017-04-11,0,39,2017-04-11 00:39:00
7.337e-05,4.847e-05,2.896e-05,2017-04-11,0,40,2017-04-11 00:40:00
5.698e-05,3.73e-05,2.196e-05,2017-04-11,0,41,2017-04-11 00:41:00
5.928e-05,3.781e-05,2.195e-05,2017-04-11,0,42,2017-04-11 00:42:00
5.891e-05,3.88e-05,2.279e-05,2017-04-11,0,43,2017-04-11 00:43:00
5.905e-05,3.832e-05,2.26e-05,2017-04-11,0,44,2017-04-11 00:44:00
5.954e-05,3.865e-05,2.261e-05,2017-04-11,0,45,2017-04-11 00:45:00
5.884e-05,3.811e-05,2.258e-05,2017-04-11,0,46,2017-04-11 00:46:00
