"Blue","Green","Red","Date","Hour","Min","Date_Hr"
5.168e-05,3.453e-05,2.034e-05,2017-06-19,20,14,2017-06-19 20:14:00
5.746e-05,3.804e-05,2.246e-05,2017-06-19,20,19,2017-06-19 20:19:00
6.976e-05,4.733e-05,2.807e-05,2017-06-19,20,24,2017-06-19 20:24:00
6.965e-05,4.705e-05,2.842e-05,2017-06-19,20,29,2017-06-19 20:29:00
6.861e-05,4.691e-05,2.718e-05,2017-06-19,20,34,2017-06-19 20:34:00
6.485e-05,4.347e-05,2.523e-05,2017-06-19,20,39,2017-06-19 20:39:00
4.843e-05,2.751e-05,2.559e-05,2017-06-19,20,44,2017-06-19 20:44:00
5.812e-05,3.985e-05,2.383e-05,2017-06-19,20,54,2017-06-19 20:54:00
5.69e-05,3.922e-05,2.353e-05,2017-06-19,20,59,2017-06-19 20:59:00
5.789e-05,3.993e-05,2.368e-05,2017-06-19,21,4,2017-06-19 21:04:00
5.925e-05,4.125e-05,2.449e-05,2017-06-19,21,9,2017-06-19 21:09:00
6.119e-05,4.235e-05,2.569e-05,2017-06-19,21,14,2017-06-19 21:14:00
6.102e-05,4.265e-05,2.549e-05,2017-06-19,21,19,2017-06-19 21:19:00
5.998e-05,4.165e-05,2.517e-05,2017-06-19,21,24,2017-06-19 21:24:00
5.854e-05,4.031e-05,2.432e-05,2017-06-19,21,29,2017-06-19 21:29:00
6.071e-05,4.236e-05,2.511e-05,2017-06-19,21,34,2017-06-19 21:34:00
6.001e-05,4.125e-05,2.508e-05,2017-06-19,21,39,2017-06-19 21:39:00
4.905e-05,2.738e-05,2.529e-05,2017-06-19,21,44,2017-06-19 21:44:00
6.267e-05,4.392e-05,2.666e-05,2017-06-19,21,54,2017-06-19 21:54:00
6.561e-05,4.595e-05,2.786e-05,2017-06-19,21,59,2017-06-19 21:59:00
6.756e-05,4.701e-05,2.809e-05,2017-06-19,22,4,2017-06-19 22:04:00
6.683e-05,4.617e-05,2.804e-05,2017-06-19,22,9,2017-06-19 22:09:00
6.371e-05,4.431e-05,2.701e-05,2017-06-19,22,14,2017-06-19 22:14:00
5.417e-05,3.786e-05,2.333e-05,2017-06-19,22,19,2017-06-19 22:19:00
5.163e-05,3.505e-05,2.147e-05,2017-06-19,22,24,2017-06-19 22:24:00
4.774e-05,3.263e-05,1.914e-05,2017-06-19,22,29,2017-06-19 22:29:00
4.212e-05,2.897e-05,1.762e-05,2017-06-19,22,34,2017-06-19 22:34:00
4.178e-05,2.883e-05,1.791e-05,2017-06-19,22,39,2017-06-19 22:39:00
4.906e-05,2.74e-05,2.495e-05,2017-06-19,22,44,2017-06-19 22:44:00
3.571e-05,2.42e-05,1.512e-05,2017-06-19,22,54,2017-06-19 22:54:00
3.175e-05,2.266e-05,1.428e-05,2017-06-19,22,59,2017-06-19 22:59:00
3.422e-05,2.376e-05,1.483e-05,2017-06-19,23,4,2017-06-19 23:04:00
3.317e-05,2.352e-05,1.478e-05,2017-06-19,23,9,2017-06-19 23:09:00
3.167e-05,2.224e-05,1.457e-05,2017-06-19,23,14,2017-06-19 23:14:00
2.823e-05,2.017e-05,1.255e-05,2017-06-19,23,19,2017-06-19 23:19:00
2.692e-05,1.864e-05,1.173e-05,2017-06-19,23,24,2017-06-19 23:24:00
2.627e-05,1.877e-05,1.181e-05,2017-06-19,23,29,2017-06-19 23:29:00
2.804e-05,1.961e-05,1.263e-05,2017-06-19,23,34,2017-06-19 23:34:00
2.884e-05,1.998e-05,1.292e-05,2017-06-19,23,39,2017-06-19 23:39:00
4.875e-05,2.746e-05,2.51e-05,2017-06-19,23,44,2017-06-19 23:44:00
3.474e-05,2.376e-05,1.469e-05,2017-06-19,23,54,2017-06-19 23:54:00
3.725e-05,2.576e-05,1.548e-05,2017-06-19,23,59,2017-06-19 23:59:00
