"Blue","Green","Red","Date","Hour","Min","Date_Hr"
0.0001155,7.842e-05,4.775e-05,2017-04-13,0,0,2017-04-13 00:00:00
0.0001125,7.666e-05,4.706e-05,2017-04-13,0,1,2017-04-13 00:01:00
0.0001128,7.591e-05,4.622e-05,2017-04-13,0,2,2017-04-13 00:02:00
0.0001134,7.539e-05,4.658e-05,2017-04-13,0,3,2017-04-13 00:03:00
0.0001128,7.599e-05,4.703e-05,2017-04-13,0,4,2017-04-13 00:04:00
0.0001161,7.769e-05,4.874e-05,2017-04-13,0,5,2017-04-13 00:05:00
0.000118,7.915e-05,4.906e-05,2017-04-13,0,6,2017-04-13 00:06:00
0.0001175,7.94e-05,4.971e-05,2017-04-13,0,7,2017-04-13 00:07:00
0.0001212,7.92e-05,4.929e-05,2017-04-13,0,8,2017-04-13 00:08:00
0.0001195,7.993e-05,4.992e-05,2017-04-13,0,9,2017-04-13 00:09:00
0.0001176,7.973e-05,4.985e-05,2017-04-13,0,10,2017-04-13 00:10:00
0.0001201,8.112e-05,5.014e-05,2017-04-13,0,11,2017-04-13 00:11:00
0.0001216,8.006e-05,4.988e-05,2017-04-13,0,12,2017-04-13 00:12:00
0.0001196,8.057e-05,4.98e-05,2017-04-13,0,13,2017-04-13 00:13:00
0.0001191,7.912e-05,4.885e-05,2017-04-13,0,14,2017-04-13 00:14:00
0.0001181,7.937e-05,4.908e-05,2017-04-13,0,15,2017-04-13 00:15:00
2.904e-05,1.617e-05,1.617e-05,2017-04-13,0,21,2017-04-13 00:21:00
0.0001164,7.681e-05,4.534e-05,2017-04-13,0,22,2017-04-13 00:22:00
0.0001157,7.61e-05,4.475e-05,2017-04-13,0,23,2017-04-13 00:23:00
0.0001166,7.684e-05,4.589e-05,2017-04-13,0,24,2017-04-13 00:24:00
0.000117,7.73e-05,4.561e-05,2017-04-13,0,25,2017-04-13 00:25:00
0.0001172,7.883e-05,4.712e-05,2017-04-13,0,26,2017-04-13 00:26:00
0.0001204,7.828e-05,4.782e-05,2017-04-13,0,27,2017-04-13 00:27:00
0.0001199,7.906e-05,4.826e-05,2017-04-13,0,28,2017-04-13 00:28:00
0.0001181,7.915e-05,4.75e-05,2017-04-13,0,29,2017-04-13 00:29:00
0.0001198,7.841e-05,4.709e-05,2017-04-13,0,30,2017-04-13 00:30:00
0.0001229,8.091e-05,4.926e-05,2017-04-13,0,31,2017-04-13 00:31:00
0.0001227,8.141e-05,4.905e-05,2017-04-13,0,32,2017-04-13 00:32:00
0.000124,8.198e-05,4.927e-05,2017-04-13,0,33,2017-04-13 00:33:00
0.0001281,8.413e-05,5.032e-05,2017-04-13,0,34,2017-04-13 00:34:00
0.0001253,8.342e-05,5.08e-05,2017-04-13,0,35,2017-04-13 00:35:00
0.000129,8.54e-05,5.166e-05,2017-04-13,0,36,2017-04-13 00:36:00
