"Blue","Green","Red","Date","Hour","Min","Date_Hr"
2.719e-05,1.86e-05,1.213e-05,2017-04-09,0,0,2017-04-09 00:00:00
2.713e-05,1.855e-05,1.199e-05,2017-04-09,0,1,2017-04-09 00:01:00
2.806e-05,1.806e-05,1.237e-05,2017-04-09,0,2,2017-04-09 00:02:00
2.582e-05,1.831e-05,1.209e-05,2017-04-09,0,3,2017-04-09 00:03:00
2.656e-05,1.843e-05,1.198e-05,2017-04-09,0,4,2017-04-09 00:04:00
2.716e-05,1.772e-05,1.225e-05,2017-04-09,0,5,2017-04-09 00:05:00
2.788e-05,1.889e-05,1.235e-05,2017-04-09,0,6,2017-04-09 00:06:00
2.753e-05,1.845e-05,1.202e-05,2017-04-09,0,7,2017-04-09 00:07:00
2.755e-05,1.848e-05,1.166e-05,2017-04-09,0,8,2017-04-09 00:08:00
2.672e-05,1.87e-05,1.209e-05,2017-04-09,0,9,2017-04-09 00:09:00
2.796e-05,1.919e-05,1.259e-05,2017-04-09,0,10,2017-04-09 00:10:00
2.785e-05,1.82e-05,1.19e-05,2017-04-09,0,11,2017-04-09 00:11:00
2.735e-05,1.794e-05,1.206e-05,2017-04-09,0,12,2017-04-09 00:12:00
2.653e-05,1.863e-05,1.219e-05,2017-04-09,0,13,2017-04-09 00:13:00
2.767e-05,1.854e-05,1.23e-05,2017-04-09,0,14,2017-04-09 00:14:00
2.742e-05,1.834e-05,1.225e-05,2017-04-09,0,15,2017-04-09 00:15:00
2.709e-05,1.898e-05,1.292e-05,2017-04-09,0,16,2017-04-09 00:16:00
2.623e-05,1.864e-05,1.275e-05,2017-04-09,0,17,2017-04-09 00:17:00
2.835e-05,1.843e-05,1.244e-05,2017-04-09,0,18,2017-04-09 00:18:00
2.738e-05,1.864e-05,1.218e-05,2017-04-09,0,19,2017-04-09 00:19:00
2.827e-05,1.88e-05,1.262e-05,2017-04-09,0,20,2017-04-09 00:20:00
2.786e-05,1.875e-05,1.221e-05,2017-04-09,0,21,2017-04-09 00:21:00
2.752e-05,1.925e-05,1.256e-05,2017-04-09,0,22,2017-04-09 00:22:00
2.774e-05,1.888e-05,1.232e-05,2017-04-09,0,23,2017-04-09 00:23:00
2.764e-05,1.883e-05,1.21e-05,2017-04-09,0,24,2017-04-09 00:24:00
2.893e-05,1.838e-05,1.202e-05,2017-04-09,0,25,2017-04-09 00:25:00
2.747e-05,1.874e-05,1.214e-05,2017-04-09,0,26,2017-04-09 00:26:00
2.869e-05,1.949e-05,1.231e-05,2017-04-09,0,27,2017-04-09 00:27:00
2.905e-05,1.904e-05,1.282e-05,2017-04-09,0,28,2017-04-09 00:28:00
2.861e-05,1.916e-05,1.194e-05,2017-04-09,0,29,2017-04-09 00:29:00
2.869e-05,1.919e-05,1.23e-05,2017-04-09,0,30,2017-04-09 00:30:00
2.846e-05,1.971e-05,1.289e-05,2017-04-09,0,31,2017-04-09 00:31:00
2.907e-05,1.645e-05,1.608e-05,2017-04-09,0,32,2017-04-09 00:32:00
2.961e-05,2e-05,1.326e-05,2017-04-09,0,38,2017-04-09 00:38:00
2.89e-05,2.023e-05,1.279e-05,2017-04-09,0,39,2017-04-09 00:39:00
2.885e-05,2.002e-05,1.267e-05,2017-04-09,0,40,2017-04-09 00:40:00
3.007e-05,1.991e-05,1.283e-05,2017-04-09,0,41,2017-04-09 00:41:00
2.988e-05,2.049e-05,1.306e-05,2017-04-09,0,42,2017-04-09 00:42:00
3.047e-05,2.002e-05,1.316e-05,2017-04-09,0,43,2017-04-09 00:43:00
2.968e-05,2.038e-05,1.346e-05,2017-04-09,0,44,2017-04-09 00:44:00
2.978e-05,1.993e-05,1.297e-05,2017-04-09,0,45,2017-04-09 00:45:00
3.067e-05,2.07e-05,1.285e-05,2017-04-09,0,46,2017-04-09 00:46:00
3.027e-05,2.018e-05,1.238e-05,2017-04-09,0,47,2017-04-09 00:47:00
3.127e-05,2.076e-05,1.286e-05,2017-04-09,0,48,2017-04-09 00:48:00
3.086e-05,2.041e-05,1.284e-05,2017-04-09,0,49,2017-04-09 00:49:00
3.013e-05,2.06e-05,1.297e-05,2017-04-09,0,50,2017-04-09 00:50:00
3.108e-05,2.04e-05,1.347e-05,2017-04-09,0,51,2017-04-09 00:51:00
3.034e-05,2.007e-05,1.292e-05,2017-04-09,0,52,2017-04-09 00:52:00
3.081e-05,1.959e-05,1.296e-05,2017-04-09,0,53,2017-04-09 00:53:00
3.07e-05,2.018e-05,1.264e-05,2017-04-09,0,54,2017-04-09 00:54:00
3.017e-05,2.014e-05,1.262e-05,2017-04-09,0,55,2017-04-09 00:55:00
3.104e-05,2.064e-05,1.28e-05,2017-04-09,0,56,2017-04-09 00:56:00
2.939e-05,2.014e-05,1.224e-05,2017-04-09,0,57,2017-04-09 00:57:00
3.037e-05,2.05e-05,1.252e-05,2017-04-09,0,58,2017-04-09 00:58:00
3.033e-05,2.055e-05,1.338e-05,2017-04-09,0,59,2017-04-09 00:59:00
3.026e-05,2.001e-05,1.217e-05,2017-04-09,1,0,2017-04-09 01:00:00
3.044e-05,2.045e-05,1.293e-05,2017-04-09,1,1,2017-04-09 01:01:00
3.047e-05,2.084e-05,1.263e-05,2017-04-09,1,2,2017-04-09 01:02:00
3.094e-05,2.076e-05,1.303e-05,2017-04-09,1,3,2017-04-09 01:03:00
3.115e-05,2.069e-05,1.305e-05,2017-04-09,1,4,2017-04-09 01:04:00
3.017e-05,2.027e-05,1.244e-05,2017-04-09,1,5,2017-04-09 01:05:00
3.028e-05,2.064e-05,1.288e-05,2017-04-09,1,6,2017-04-09 01:06:00
3.089e-05,2.048e-05,1.308e-05,2017-04-09,1,7,2017-04-09 01:07:00
3.123e-05,2.085e-05,1.293e-05,2017-04-09,1,8,2017-04-09 01:08:00
3.058e-05,2.064e-05,1.285e-05,2017-04-09,1,9,2017-04-09 01:09:00
3.223e-05,2.122e-05,1.359e-05,2017-04-09,1,10,2017-04-09 01:10:00
3.099e-05,2.121e-05,1.33e-05,2017-04-09,1,11,2017-04-09 01:11:00
3.215e-05,2.066e-05,1.35e-05,2017-04-09,1,12,2017-04-09 01:12:00
3.026e-05,2.038e-05,1.327e-05,2017-04-09,1,13,2017-04-09 01:13:00
3.045e-05,2.066e-05,1.348e-05,2017-04-09,1,14,2017-04-09 01:14:00
2.95e-05,2.058e-05,1.284e-05,2017-04-09,1,15,2017-04-09 01:15:00
3.135e-05,2.104e-05,1.323e-05,2017-04-09,1,16,2017-04-09 01:16:00
2.973e-05,2.069e-05,1.286e-05,2017-04-09,1,17,2017-04-09 01:17:00
3.035e-05,2.09e-05,1.339e-05,2017-04-09,1,18,2017-04-09 01:18:00
3.052e-05,2.095e-05,1.337e-05,2017-04-09,1,19,2017-04-09 01:19:00
2.976e-05,2.063e-05,1.305e-05,2017-04-09,1,20,2017-04-09 01:20:00
