"Blue","Green","Red","Date","Hour","Min","Date_Hr"
8.642e-05,5.529e-05,3.337e-05,2017-04-14,0,0,2017-04-14 00:00:00
8.677e-05,5.646e-05,3.289e-05,2017-04-14,0,1,2017-04-14 00:01:00
8.727e-05,5.596e-05,3.237e-05,2017-04-14,0,2,2017-04-14 00:02:00
8.5e-05,5.556e-05,3.248e-05,2017-04-14,0,3,2017-04-14 00:03:00
8.5e-05,5.447e-05,3.187e-05,2017-04-14,0,4,2017-04-14 00:04:00
8.681e-05,5.496e-05,3.241e-05,2017-04-14,0,5,2017-04-14 00:05:00
8.483e-05,5.428e-05,3.255e-05,2017-04-14,0,6,2017-04-14 00:06:00
8.285e-05,5.387e-05,3.178e-05,2017-04-14,0,7,2017-04-14 00:07:00
8.506e-05,5.409e-05,3.168e-05,2017-04-14,0,8,2017-04-14 00:08:00
8.443e-05,5.407e-05,3.187e-05,2017-04-14,0,9,2017-04-14 00:09:00
8.37e-05,5.364e-05,3.134e-05,2017-04-14,0,10,2017-04-14 00:10:00
8.283e-05,5.503e-05,3.162e-05,2017-04-14,0,11,2017-04-14 00:11:00
8.294e-05,5.405e-05,3.197e-05,2017-04-14,0,12,2017-04-14 00:12:00
8.378e-05,5.438e-05,3.195e-05,2017-04-14,0,13,2017-04-14 00:13:00
8.25e-05,5.427e-05,3.18e-05,2017-04-14,0,14,2017-04-14 00:14:00
8.276e-05,5.377e-05,3.078e-05,2017-04-14,0,15,2017-04-14 00:15:00
2.881e-05,1.629e-05,1.633e-05,2017-04-14,0,21,2017-04-14 00:21:00
8.461e-05,5.5e-05,3.22e-05,2017-04-14,0,22,2017-04-14 00:22:00
8.363e-05,5.533e-05,3.199e-05,2017-04-14,0,23,2017-04-14 00:23:00
8.453e-05,5.531e-05,3.114e-05,2017-04-14,0,24,2017-04-14 00:24:00
8.685e-05,5.558e-05,3.222e-05,2017-04-14,0,25,2017-04-14 00:25:00
8.527e-05,5.504e-05,3.203e-05,2017-04-14,0,26,2017-04-14 00:26:00
8.609e-05,5.496e-05,3.192e-05,2017-04-14,0,27,2017-04-14 00:27:00
8.675e-05,5.534e-05,3.266e-05,2017-04-14,0,28,2017-04-14 00:28:00
8.64e-05,5.558e-05,3.232e-05,2017-04-14,0,29,2017-04-14 00:29:00
8.714e-05,5.556e-05,3.168e-05,2017-04-14,0,30,2017-04-14 00:30:00
8.474e-05,5.492e-05,3.211e-05,2017-04-14,0,31,2017-04-14 00:31:00
8.457e-05,5.545e-05,3.236e-05,2017-04-14,0,32,2017-04-14 00:32:00
8.759e-05,5.64e-05,3.22e-05,2017-04-14,0,33,2017-04-14 00:33:00
8.581e-05,5.539e-05,3.349e-05,2017-04-14,0,34,2017-04-14 00:34:00
0.0001199,8.014e-05,4.706e-05,2017-04-14,0,35,2017-04-14 00:35:00
8.567e-05,5.473e-05,3.234e-05,2017-04-14,0,36,2017-04-14 00:36:00
8.614e-05,5.611e-05,3.225e-05,2017-04-14,0,37,2017-04-14 00:37:00
8.525e-05,5.503e-05,3.203e-05,2017-04-14,0,38,2017-04-14 00:38:00
8.477e-05,5.481e-05,3.201e-05,2017-04-14,0,39,2017-04-14 00:39:00
8.533e-05,5.494e-05,3.258e-05,2017-04-14,0,40,2017-04-14 00:40:00
8.628e-05,5.475e-05,3.198e-05,2017-04-14,0,41,2017-04-14 00:41:00
8.694e-05,5.579e-05,3.16e-05,2017-04-14,0,42,2017-04-14 00:42:00
8.589e-05,5.599e-05,3.226e-05,2017-04-14,0,43,2017-04-14 00:43:00
8.805e-05,5.579e-05,3.257e-05,2017-04-14,0,44,2017-04-14 00:44:00
8.682e-05,5.538e-05,3.298e-05,2017-04-14,0,45,2017-04-14 00:45:00
